name,company,contract_period,rental_fee,benefit
LG 업소용 일체형 냉장고(냉장전용) 1110L (C120AR),스마트렌탈,48개월,"68,900","263,000"
LG 업소용 일체형 냉장고(냉장전용) 1110L (C120AR),스마트렌탈,60개월,"54,900","280,000"
LG 업소용 일체형 냉장고(냉장전용) 500L (C052AR),스마트렌탈,48개월,"47,900","183,000"
LG 업소용 일체형 냉장고(냉장전용) 500L (C052AR),스마트렌탈,60개월,"37,900","193,000"
LG 업소용냉동고 C053AF 냉동2칸 500L,스마트렌탈,48개월,"47,900","183,000"
LG 업소용냉동고 C053AF 냉동2칸 500L,스마트렌탈,60개월,"37,900","193,000"
LG 업소용냉장고 C120AF 1110L 4도어,스마트렌탈,48개월,"81,900","313,000"
LG 업소용냉장고 C120AF 1110L 4도어,스마트렌탈,60개월,"64,900","331,000"
LG 직냉식 업소용 냉장고 484L 스테인레스 (C050AH),스마트렌탈,48개월,"47,900","183,000"
LG 직냉식 업소용 냉장고 484L 스테인레스 (C050AH),스마트렌탈,60개월,"37,900","193,000"
그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,36개월,"112,500","495,000"
그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,48개월,"90,500","531,000"
그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,60개월,"77,500","567,000"
그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,36개월,"131,400","585,000"
그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,48개월,"103,900","612,000"
그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,60개월,"87,500","648,000"
그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,36개월,"125,700","558,000"
그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,48개월,"99,300","585,000"
그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,60개월,"83,500","612,000"
그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,36개월,"145,400","639,000"
그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,48개월,"115,000","675,000"
그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,60개월,"96,900","711,000"
그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,36개월,"151,500","666,000"
그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,48개월,"122,500","720,000"
그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,60개월,"104,500","774,000"
그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,36개월,"169,100","747,000"
그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,48개월,"133,400","783,000"
그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,60개월,"112,600","828,000"
그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,36개월,"177,500","783,000"
그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,48개월,"143,500","846,000"
그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,60개월,"122,500","900,000"
그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,36개월,"199,500","882,000"
그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,48개월,"161,500","954,000"
그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,60개월,"138,500","1,017,000"
그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,36개월,"138,700","612,000"
그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,48개월,"109,700","648,000"
그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,60개월,"92,600","684,000"
그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,36개월,"203,400","900,000"
그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,48개월,"160,400","945,000"
그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,60개월,"135,500","999,000"
그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,36개월,"91,500","405,000"
그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,48개월,"73,500","432,000"
그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,60개월,"62,500","459,000"
그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,36개월,"105,200","468,000"
그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,48개월,"83,300","495,000"
그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,60개월,"70,000","513,000"
그랜드우성 간냉식 냉동고 720L (올스텐) WSFM-850F,현대렌탈서비스,36개월,"105,800","468,000"
그랜드우성 간냉식 냉동고 720L (올스텐) WSFM-850F,현대렌탈서비스,48개월,"83,700","495,000"
그랜드우성 간냉식 냉동고 720L (올스텐) WSFM-850F,현대렌탈서비스,60개월,"70,500","522,000"
그랜드우성 간냉식 냉장고+냉동고 1548L (올스텐) (WSFM-1900RF),현대렌탈서비스,36개월,"184,900","819,000"
그랜드우성 간냉식 냉장고+냉동고 1548L (올스텐) (WSFM-1900RF),현대렌탈서비스,48개월,"146,200","864,000"
그랜드우성 간냉식 냉장고+냉동고 1548L (올스텐) (WSFM-1900RF),현대렌탈서비스,60개월,"123,300","909,000"
그랜드우성 간냉식 냉장고+냉동고 474L (올스텐) WSFM-650RF,현대렌탈서비스,36개월,"107,500","477,000"
그랜드우성 간냉식 냉장고+냉동고 474L (올스텐) WSFM-650RF,현대렌탈서비스,48개월,"85,000","504,000"
그랜드우성 간냉식 냉장고+냉동고 474L (올스텐) WSFM-650RF,현대렌탈서비스,60개월,"71,600","531,000"
그랜드우성 간냉식 냉장고+냉동고 560L (올스텐) WSFM-740RF,현대렌탈서비스,36개월,"118,400","522,000"
그랜드우성 간냉식 냉장고+냉동고 560L (올스텐) WSFM-740RF,현대렌탈서비스,48개월,"93,500","549,000"
그랜드우성 간냉식 냉장고+냉동고 560L (올스텐) WSFM-740RF,현대렌탈서비스,60개월,"79,000","585,000"
그랜드우성 간냉식 냉장고+냉동고 646L (올스텐) WSFM-850RF,현대렌탈서비스,36개월,"124,000","549,000"
그랜드우성 간냉식 냉장고+냉동고 646L (올스텐) WSFM-850RF,현대렌탈서비스,48개월,"97,800","576,000"
그랜드우성 간냉식 냉장고+냉동고 646L (올스텐) WSFM-850RF,현대렌탈서비스,60개월,"82,300","603,000"
그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H7),현대렌탈서비스,36개월,"126,500","558,000"
그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H7),현대렌탈서비스,48개월,"100,200","594,000"
그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H7),현대렌탈서비스,60개월,"84,300","621,000"
그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H8),현대렌탈서비스,36개월,"151,700","666,000"
그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H8),현대렌탈서비스,48개월,"120,100","711,000"
그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H8),현대렌탈서비스,60개월,"101,100","747,000"
그랜드우성 간냉식 높은 서랍 냉장고 270L (폭700) (GWFM-120HDT H7),현대렌탈서비스,36개월,"148,800","657,000"
그랜드우성 간냉식 높은 서랍 냉장고 270L (폭700) (GWFM-120HDT H7),현대렌탈서비스,48개월,"117,600","693,000"
그랜드우성 간냉식 높은 서랍 냉장고 270L (폭700) (GWFM-120HDT H7),현대렌탈서비스,60개월,"99,200","729,000"
스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),지니원(사업자전용),36개월,"34,000","180,000"
스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),지니원(사업자전용),48개월,"26,900","190,000"
스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),지니원(사업자전용),60개월,"24,200","213,000"
스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),현대렌탈서비스,36개월,"32,200","144,000"
스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),현대렌탈서비스,48개월,"25,500","153,000"
스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),현대렌탈서비스,60개월,"21,300","153,000"
우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),현대렌탈서비스,36개월,"46,500","207,000"
우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),현대렌탈서비스,48개월,"37,500","225,000"
우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),현대렌탈서비스,60개월,"31,500","234,000"
우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),스마트렌탈,48개월,"47,900","183,000"
우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),스마트렌탈,60개월,"36,900","188,000"
우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),LG헬로비전,60개월,"52,400","339,000"
그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),현대렌탈서비스,36개월,"135,600","603,000"
그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),현대렌탈서비스,48개월,"106,800","630,000"
그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),현대렌탈서비스,60개월,"90,300","666,000"
그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),스마트렌탈,48개월,"135,900","520,000"
그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),스마트렌탈,60개월,"104,900","535,000"
LG 업소용냉장고 C170LDZB 냉장4칸 냉동2칸 1610L,스마트렌탈,48개월,"109,900","420,000"
LG 업소용냉장고 C170LDZB 냉장4칸 냉동2칸 1610L,스마트렌탈,60개월,"86,900","443,000"
그랜드우성 간냉식 냉장고+냉동고 1055L (올스텐) WSFM-1260RF,현대렌탈서비스,36개월,"127,700","567,000"
그랜드우성 간냉식 냉장고+냉동고 1055L (올스텐) WSFM-1260RF,현대렌탈서비스,48개월,"100,800","594,000"
그랜드우성 간냉식 냉장고+냉동고 1055L (올스텐) WSFM-1260RF,현대렌탈서비스,60개월,"85,200","630,000"
그랜드우성 슬러시아 업소용 주방가전 육수냉각기 원형 (SL-120),지니원(사업자전용),36개월,"117,800","624,000"
그랜드우성 슬러시아 업소용 주방가전 육수냉각기 원형 (SL-120),지니원(사업자전용),48개월,"93,300","659,000"
그랜드우성 슬러시아 업소용 주방가전 육수냉각기 원형 (SL-120),지니원(사업자전용),60개월,"83,900","741,000"
그랜드우성 업소용 다목적 냉동 쇼케이스 120L (CWSM-145FA),현대렌탈서비스,36개월,"41,500","180,000"
그랜드우성 업소용 다목적 냉동 쇼케이스 120L (CWSM-145FA),현대렌탈서비스,48개월,"33,500","198,000"
그랜드우성 업소용 다목적 냉동 쇼케이스 120L (CWSM-145FA),현대렌탈서비스,60개월,"28,500","207,000"
그랜드우성 직냉식 김밥 냉장고 296L (내부스텐) (CWSM-150RBT(T)),현대렌탈서비스,36개월,"76,500","342,000"
그랜드우성 직냉식 김밥 냉장고 296L (내부스텐) (CWSM-150RBT(T)),현대렌탈서비스,48개월,"61,500","360,000"
그랜드우성 직냉식 김밥 냉장고 296L (내부스텐) (CWSM-150RBT(T)),현대렌탈서비스,60개월,"52,500","387,000"
그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),현대렌탈서비스,36개월,"76,500","342,000"
그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),현대렌탈서비스,48개월,"61,500","360,000"
그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),현대렌탈서비스,60개월,"52,500","387,000"
그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),스마트렌탈,48개월,"79,900","305,000"
그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),스마트렌탈,60개월,"61,900","316,000"
그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),현대렌탈서비스,36개월,"62,500","279,000"
그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),현대렌탈서비스,48개월,"50,500","297,000"
그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),현대렌탈서비스,60개월,"42,500","315,000"
그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),스마트렌탈,48개월,"63,900","244,000"
그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),스마트렌탈,60개월,"49,900","254,000"
그랜드우성 직냉식 반찬 냉장고 360L (올스텐) (CWSM-180RB),현대렌탈서비스,36개월,"72,500","324,000"
그랜드우성 직냉식 반찬 냉장고 360L (올스텐) (CWSM-180RB),현대렌탈서비스,48개월,"58,500","342,000"
그랜드우성 직냉식 반찬 냉장고 360L (올스텐) (CWSM-180RB),현대렌탈서비스,60개월,"49,500","369,000"
그랜드우성 직냉식 상냉장고 + 하냉동고 1170L (내부스텐) (CWSM-1242RF),현대렌탈서비스,36개월,"83,500","369,000"
그랜드우성 직냉식 상냉장고 + 하냉동고 1170L (내부스텐) (CWSM-1242RF),현대렌탈서비스,48개월,"67,500","396,000"
그랜드우성 직냉식 상냉장고 + 하냉동고 1170L (내부스텐) (CWSM-1242RF),현대렌탈서비스,60개월,"57,500","423,000"
그랜드우성 직냉식 테이블 냉장고+냉동고 260L (내부스텐) (CWSM-120RFT),현대렌탈서비스,36개월,"59,500","261,000"
그랜드우성 직냉식 테이블 냉장고+냉동고 260L (내부스텐) (CWSM-120RFT),현대렌탈서비스,48개월,"47,500","279,000"
그랜드우성 직냉식 테이블 냉장고+냉동고 260L (내부스텐) (CWSM-120RFT),현대렌탈서비스,60개월,"40,500","297,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),LG헬로비전,36개월,"54,500","353,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),LG헬로비전,48개월,"42,700","368,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),LG헬로비전,60개월,"35,600","384,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),현대렌탈서비스,36개월,"49,000","216,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),현대렌탈서비스,48개월,"38,600","225,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),현대렌탈서비스,60개월,"32,700","243,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),스마트렌탈,48개월,"47,900","183,000"
스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),스마트렌탈,60개월,"36,900","188,000"
스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),현대렌탈서비스,36개월,"63,300","279,000"
스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),현대렌탈서비스,48개월,"50,100","297,000"
스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),현대렌탈서비스,60개월,"42,300","315,000"
스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),지니원(사업자전용),36개월,"57,500","304,000"
스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),지니원(사업자전용),48개월,"45,500","321,000"
스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),지니원(사업자전용),60개월,"41,000","362,000"
스타리온 직냉식 1800 테이블 냉장고 465L (내부스텐) SR-T18BARC,현대렌탈서비스,36개월,"59,200","261,000"
스타리온 직냉식 1800 테이블 냉장고 465L (내부스텐) SR-T18BARC,현대렌탈서비스,48개월,"47,000","279,000"
스타리온 직냉식 1800 테이블 냉장고 465L (내부스텐) SR-T18BARC,현대렌탈서비스,60개월,"39,400","288,000"
우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),현대렌탈서비스,36개월,"53,500","234,000"
우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),현대렌탈서비스,48개월,"43,500","252,000"
우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),현대렌탈서비스,60개월,"36,500","270,000"
우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),스마트렌탈,48개월,"50,900","194,000"
